do,du,did,dId,u->Id
disown,dIs5n,disowned,dIs-5nd,NULL->d
dock,dQk,docked,dQkt,NULL->t
impale,Imp1l,impaled,Im-p1ld,NULL->d
inaugurate,In$gjUr1t,inaugurated,I-n$-gjU-r1-tId,NULL->Id
infuse,Infjuz,infused,In-fjuzd,NULL->d
lope,l5p,loped,l5pt,NULL->t
massacre,m{s@k3,massacred,m{-s@-k3d,NULL->d
methylate,mET@l1t,methylated,mE-T@-l1-tId,NULL->Id
misjudge,mIs_V_,misjudged,mIs-_V_d,NULL->d
moralize,mQr@l2z,moralized,mQ-r@-l2zd,NULL->d
motorize,m5t@r2z,motorized,m5-t@-r2zd,NULL->d
naturalize,n{Jr@l2z,naturalized,n{-Jr@-l2zd,NULL->d
overawe,5v@r$,overawed,5-v@-r$d,NULL->d
pucker,pVk3,puckered,pV-k3d,NULL->d
remand,rIm{nd,remanded,rI-m{n-dId,NULL->Id
reminisce,rEmInIs,reminisced,rE-mI-nIst,NULL->t
remodel,rimQd@l,remodelled,ri-mQ-d@ld,NULL->d
renovate,rEn5v1t,renovated,rE-n5-v1-tId,NULL->Id
repaint,rip1nt,repainted,ri-p1n-tId,NULL->Id
repose,rIp5z,reposed,rI-p5zd,NULL->d
resound,rIz6nd,resounded,rI-z6n-dId,NULL->Id
rive,r2v,rived,r2vd,NULL->d
slink,slINk,slink,slINk,NULL
smart,smQrt,smarted,smQr-tId,NULL->Id
spurt,sp3t,spurted,sp3-tId,NULL->Id
sunbathe,sVnb1D,sunbathed,sVn-b1Dd,NULL->d
tool,tul,tooled,tuld,NULL->d
transmute,tr{nzmjut,transmuted,tr{nz-mju-tId,NULL->Id
underrate,Vnd@r1t,underrated,Vn-d@-r1-tId,NULL->Id
unwind,Vnw2nd,unwound,Vn-w6nd,2->6
vanquish,v{NkwIS,vanquished,v{N-kwISt,NULL->t
whack,w{k,whacked,w{kt,NULL->t
wheedle,wid@l,wheedled,wi-d@ld,NULL->d
berate,bIr1t,berated,bI-r1-tId,NULL->Id
bivouac,bIvU{k,bivouacked,bI-vU-{kt,NULL->t
cackle,k{k@l,cackled,k{-k@ld,NULL->d
cascade,k{sk1d,cascaded,k{-sk1-dId,NULL->Id
circumcise,s3k@ms2z,circumcised,s3-k@m-s2zd,NULL->d
cow,k6,cowed,k6d,NULL->d
dally,d{lI,dallied,d{-lId,NULL->Id
dehumanize,dihjum@n2z,dehumanized,di-hju-m@-n2zd,NULL->d
demur,dIm3r,demurred,dI-m3d,NULL->d
eavesdrop,ivzdrQp,eavesdropped,ivz-drQpt,NULL->t
forward,f$w@d,forwarded,f$-w@-dId,NULL->Id
gabble,g{b@l,gabbled,g{-b@ld,NULL->d
gird,g3d,girded,g3-dId,NULL->Id
harangue,h@r{N,harangued,h@-r{Nd,NULL->d
heel,hil,heeled,hild,NULL->d
maraud,m@r$d,marauded,m@-r$-dId,NULL->Id
nullify,nVlIf2,nullified,nV-lI-f2d,NULL->d
partake,pQrt1k,partook,pQr-tUk,1->U
pepper,pEp3,peppered,pE-p3d,NULL->d
predetermine,pridIt3mIn,predetermined,pri-dI-t3-mInd,NULL->d
propound,pr@p6nd,propounded,pr@-p6n-dId,NULL->Id
reconstitute,rikQnstItjut,reconstituted,ri-kQn-stI-tju-tId,NULL->Id
rend,rEnd,rent,rEnt,d->t
restate,rist1t,restated,ri-st1-tId,NULL->Id
scuffle,skVf@l,scuffled,skV-f@ld,NULL->d
snub,snVb,snubbed,snVbd,NULL->d
stagnate,st{gn1t,stagnated,st{g-n1-tId,NULL->Id
teem,tim,teemed,timd,NULL->d
vindicate,vIndIk1t,vindicated,vIn-dI-k1-tId,NULL->Id
waggle,w{g@l,waggled,w{-g@ld,NULL->d
breach,briJ,breached,briJt,NULL->t
caricature,k{rIk@tj$r,caricatured,k{-rI-k@-tj$d,NULL->d
delve,dElv,delved,dElvd,NULL->d
embellish,ImbElIS,embellished,Im-bE-lISt,NULL->t
embroil,Imbr4l,embroiled,Im-br4ld,NULL->d
epitomize,IpIt@m2z,epitomized,I-pI-t@-m2zd,NULL->d
esteem,Istim,esteemed,I-stimd,NULL->d
festoon,fEstun,festooned,fE-stund,NULL->d
furrow,fVr5,furrowed,fV-r5d,NULL->d
gloat,gl5t,gloated,gl5-tId,NULL->Id
gum,gVm,gummed,gVmd,NULL->d
individualize,IndIvI_$l2z,individualized,In-dI-vI-_$-l2zd,NULL->d
intersect,Int@sEkt,intersected,In-t@-sEk-tId,NULL->Id
jettison,_EtIs@n,jettisoned,_E-tI-s@nd,NULL->d
log,lQg,logged,lQgd,NULL->d
lop,lQp,lopped,lQpt,NULL->t
meander,mI{nd3,meandered,mI-{n-d3d,NULL->d
mellow,mEl5,mellowed,mE-l5d,NULL->d
misuse,mIsjuz,misused,mIs-juzd,NULL->d
molest,m5lEst,molested,m5-lE-stId,NULL->Id
occasion,@k1Z@n,occasioned,@-k1-Z@nd,NULL->d
people,pip@l,peopled,pi-p@ld,NULL->d
prime,pr2m,primed,pr2md,NULL->d
puncture,pVNkJ3,punctured,pVNk-J3d,NULL->d
quadruple,kwQdrUp@l,quadrupled,kwQ-drU-p@ld,NULL->d
rehouse,rih6z,rehoused,ri-h6zd,NULL->d
reinstate,riInst1t,reinstated,ri-In-st1-tId,NULL->Id
reprove,rIpruv,reproved,rI-pruvd,NULL->d
retard,rItQrd,retarded,rI-tQr-dId,NULL->Id
shine,S2n,shined,S2nd,NULL->d
side,s2d,sided,s2-dId,NULL->Id
spear,spir,speared,spird,NULL->d
transfix,tr{nsfIks,transfixed,tr{ns-fIkst,NULL->t
veil,v1l,veiled,v1ld,NULL->d
wing,wIN,winged,wINd,NULL->d
wrangle,r{Ng@l,wrangled,r{N-g@ld,NULL->d
accent,{ksEnt,accented,{k-sEn-tId,NULL->Id
backfire,b{kf23,backfired,b{k-f2-3d,NULL->d
bead,bid,beaded,bi-dId,NULL->Id
belt,bElt,belted,bEl-tId,NULL->Id
blister,blIst3,blistered,blI-st3d,NULL->d
blitz,blIts,blitzed,blItst,NULL->t
cane,k1n,caned,k1nd,NULL->d
chance,J{ns,chanced,J{nst,NULL->t
cloy,kl4,cloyed,kl4d,NULL->d
coexist,k5IgzIst,coexisted,k5-Ig-zI-stId,NULL->Id
curtain,k3t@n,curtained,k3-t@nd,NULL->d
enjoin,In_4n,enjoined,In-_4nd,NULL->d
foil,f4l,foiled,f4ld,NULL->d
innovate,In5v1t,innovated,I-n5-v1-tId,NULL->Id
inundate,InVnd1t,inundated,I-nVn-d1-tId,NULL->Id
ladle,l1d@l,ladled,l1-d@ld,NULL->d
layer,l13,layered,l1-3d,NULL->d
legitimize,lI_ItIm2z,legitimized,lI-_I-tI-m2zd,NULL->d
lubricate,lubrIk1t,lubricated,lu-brI-k1-tId,NULL->Id
nose,n5z,nosed,n5zd,NULL->d
overpower,5v@p63,overpowered,5-v@-p6-3d,NULL->d
pain,p1n,pained,p1nd,NULL->d
pander,p{nd3,pandered,p{n-d3d,NULL->d
paw,p$,pawed,p$d,NULL->d
pawn,p$n,pawned,p$nd,NULL->d
quantify,kwQntIf2,quantified,kwQn-tI-f2d,NULL->d
rev,rEv,revved,rEvd,NULL->d
revoke,rIv5k,revoked,rI-v5kt,NULL->t
rough,rVf,roughed,rVft,NULL->t
scald,sk$ld,scalded,sk$l-dId,NULL->Id
siphon,s2f@n,siphoned,s2-f@nd,NULL->d
skitter,skIt3,skittered,skI-t3d,NULL->d
skulk,skVlk,skulked,skVlkt,NULL->t
squabble,skwQb@l,squabbled,skwQ-b@ld,NULL->d
substantiate,s@bst{nSI1t,substantiated,s@b-st{n-SI-1-tId,NULL->Id
tote,t5t,toted,t5-tId,NULL->Id
waltz,w$ls,waltzed,w$lst,NULL->t
worm,w3m,wormed,w3md,NULL->d
boo,bu,booed,bud,NULL->d
buffet,bVfIt,buffeted,bV-fI-tId,NULL->Id
censure,sEnS3,censured,sEn-S3d,NULL->d
club,klVb,clubbed,klVbd,NULL->d
convulse,k@nvVls,convulsed,k@n-vVlst,NULL->t
course,k$s,coursed,k$st,NULL->t
crinkle,krINk@l,crinkled,krIN-k@ld,NULL->d
dispirit,dIspIrIt,dispirited,dI-spI-rI-tId,NULL->Id
fatigue,f@tig,fatigued,f@-tigd,NULL->d
flame,fl1m,flamed,fl1md,NULL->d
flay,fl1,flayed,fl1d,NULL->d
forewarn,f$w$n,forewarned,f$-w$nd,NULL->d
frisk,frIsk,frisked,frIskt,NULL->t
froth,frQT,frothed,frQTt,NULL->t
guzzle,gVz@l,guzzled,gV-z@ld,NULL->d
heckle,hEk@l,heckled,hE-k@ld,NULL->d
itemize,2t@m2z,itemized,2-t@-m2zd,NULL->d
malign,m@l2n,maligned,m@-l2nd,NULL->d
maroon,m@run,marooned,m@-rund,NULL->d
martyr,mQrt3,martyred,mQr-t3d,NULL->d
menace,mEn@s,menaced,mE-n@st,NULL->t
menstruate,mEnstrU1t,menstruated,mEn-strU-1-tId,NULL->Id
misread,mIsrEd,misread,mIs-rEd,NULL
mushroom,mVSrUm,mushroomed,mVS-rUmd,NULL->d
nickname,nIkn1m,nicknamed,nIk-n1md,NULL->d
overrule,5v@rul,overruled,5-v@-ruld,NULL->d
piece,pis,pieced,pist,NULL->t
potter,pQt3,pottered,pQ-t3d,NULL->d
pre-empt,priEmpt,pre-empted,pri-Emp-tId,NULL->Id
quarry,kwQrI,quarried,kwQ-rId,NULL->Id
relent,rIlEnt,relented,rI-lEn-tId,NULL->Id
rouge,ruZ,rouged,ruZd,NULL->d
seam,sim,seamed,simd,NULL->d
stigmatize,stIgm@t2z,stigmatized,stIg-m@-t2zd,NULL->d
stultify,stVltIf2,stultified,stVl-tI-f2d,NULL->d
suffuse,s@fjuz,suffused,s@-fjuzd,NULL->d
swoon,swun,swooned,swund,NULL->d
tee,ti,teed,tid,NULL->d
transcribe,tr{nskr2b,transcribed,tr{n-skr2bd,NULL->d
trumpet,trVmpIt,trumpeted,trVm-pI-tId,NULL->Id
underpay,Vnd@p1,underpaid,Vn-d@-p1d,NULL->d
varnish,vQrnIS,varnished,vQr-nISt,NULL->t
ventilate,vEntIl1t,ventilated,vEn-tI-l1-tId,NULL->Id
waive,w1v,waived,w1vd,NULL->d
wolf,wUlf,wolfed,wUlft,NULL->t
agitate,{_It1t,agitated,{-_I-t1-tId,NULL->Id
air,1r,aired,1rd,NULL->d
badger,b{_3,badgered,b{-_3d,NULL->d
barter,bQrt3,bartered,bQr-t3d,NULL->d
bedevil,bIdEv@l,bedevilled,bI-dE-v@ld,NULL->d
beleaguer,bIlig3,beleaguered,bI-li-g3d,NULL->d
bulldoze,bUld5z,bulldozed,bUl-d5zd,NULL->d
cavort,k@v$t,cavorted,k@-v$-tId,NULL->Id
chap,J{p,chapped,J{pt,NULL->t
chasten,J1s@n,chastened,J1-s@nd,NULL->d
circumscribe,s3k@mskr2b,circumscribed,s3-k@m-skr2bd,NULL->d
cluck,klVk,clucked,klVkt,NULL->t
coast,k5st,coasted,k5-stId,NULL->Id
collectivize,k@lEktIv2z,collectivized,k@-lEk-tI-v2zd,NULL->d
conscript,k@nskrIpt,conscripted,k@n-skrIp-tId,NULL->Id
contravene,kQntr@vin,contravened,kQn-tr@-vind,NULL->d
delineate,dIlInI1t,delineated,dI-lI-nI-1-tId,NULL->Id
deride,dIr2d,derided,dI-r2-dId,NULL->Id
disentangle,dIsInt{Ng@l,disentangled,dIs-In-t{N-g@ld,NULL->d
dishearten,dIshQrt@n,disheartened,dIs-hQr-t@nd,NULL->d
drawl,dr$l,drawled,dr$ld,NULL->d
eddy,EdI,eddied,E-dId,NULL->Id
emaciate,Im1SI1t,emaciated,I-m1-SI-1-tId,NULL->Id
emboss,ImbQs,embossed,Im-bQst,NULL->t
enfold,Inf5ld,enfolded,In-f5l-dId,NULL->Id
ensconce,InskQns,ensconced,In-skQnst,NULL->t
freak,frik,freaked,frikt,NULL->t
internalize,Int3n@l2z,internalized,In-t3-n@-l2zd,NULL->d
lever,liv3,levered,li-v3d,NULL->d
lob,lQb,lobbed,lQbd,NULL->d
mistrust,mIstrVst,mistrusted,mIs-trV-stId,NULL->Id
navigate,n{vIg1t,navigated,n{-vI-g1-tId,NULL->Id
overstate,5v@st1t,overstated,5-v@-st1-tId,NULL->Id
paper,p1p3,papered,p1-p3d,NULL->d
peddle,pEd@l,peddled,pE-d@ld,NULL->d
puree,pj$r1,pureed,pj$-r1d,NULL->d
quaver,kw1v3,quavered,kw1-v3d,NULL->d
quench,kwEnJ,quenched,kwEnJt,NULL->t
quest,kwEst,quested,kwE-stId,NULL->Id
reprint,riprInt,reprinted,ri-prIn-tId,NULL->Id
roof,ruf,roofed,ruft,NULL->t
scrounge,skr6n_,scrounged,skr6n_d,NULL->d
scud,skVd,scudded,skV-dId,NULL->Id
seed,sid,seeded,si-dId,NULL->Id
shepherd,SEp@d,shepherded,SE-p@-dId,NULL->Id
shush,SUS,shushed,SUSt,NULL->t
snipe,sn2p,sniped,sn2pt,NULL->t
spreadeagle,sprEdig@l,spreadeagled,sprEd-i-g@ld,NULL->d
underwrite,Vnd@r2t,underwrote,Vn-d@-r5t,2->5
vouchsafe,v6Js1f,vouchsafed,v6J-s1ft,NULL->t
chomp,JQmp,chomped,JQmpt,NULL->t
cosset,kQsIt,cosseted,kQ-sI-tId,NULL->Id
curtsy,k3tsI,curtsied,k3t-sId,NULL->Id
desist,dIzIst,desisted,dI-zI-stId,NULL->Id
disclaim,dIskl1m,disclaimed,dIs-kl1md,NULL->d
ditch,dIJ,ditched,dIJt,NULL->t
doctor,dQkt3,doctored,dQk-t3d,NULL->d
doodle,dud@l,doodled,du-d@ld,NULL->d
dredge,drE_,dredged,drE_d,NULL->d
duel,dju@l,duelled,dju-@ld,NULL->d
enumerate,Injum@r1t,enumerated,I-nju-m@-r1-tId,NULL->Id
externalize,Ikst3n@l2z,externalized,Ik-st3-n@-l2zd,NULL->d
fabricate,f{brIk1t,fabricated,f{-brI-k1-tId,NULL->Id
flout,fl6t,flouted,fl6-tId,NULL->Id
further,f3D3,furthered,f3-D3d,NULL->d
germinate,_3mIn1t,germinated,_3-mI-n1-tId,NULL->Id
gloss,glQs,glossed,glQst,NULL->t
humble,hVmb@l,humbled,hVm-b@ld,NULL->d
invalidate,Inv{lId1t,invalidated,In-v{-lI-d1-tId,NULL->Id
manicure,m{nIkj$r,manicured,m{-nI-kj$d,NULL->d
mesh,mES,meshed,mESt,NULL->t
mull,mVl,mulled,mVld,NULL->d
overlay,5v@l1,overlaid,5-v@-l1d,NULL->d
pine,p2n,pined,p2nd,NULL->d
pivot,pIv@t,pivoted,pI-v@-tId,NULL->Id
pleat,plit,pleated,pli-tId,NULL->Id
rebound,rib6nd,rebounded,rI-b6n-dId,i->Id
regress,rIgrEs,regressed,rI-grEst,NULL->t
relapse,rIl{ps,relapsed,rI-l{pst,NULL->t
rifle,r2f@l,rifled,r2-f@ld,NULL->d
rivet,rIvIt,riveted,rI-vI-tId,NULL->Id
shrill,SrIl,shrilled,SrIld,NULL->d
snivel,snIv@l,snivelled,snI-v@ld,NULL->d
sod,sQd,sod,sQd,NULL
spay,sp1,spayed,sp1d,NULL->d
still,stIl,stilled,stIld,NULL->d
synchronize,sINkr@n2z,synchronized,sIN-kr@-n2zd,NULL->d
toughen,tVf@n,toughened,tV-f@nd,NULL->d
transfigure,tr{nsfIg3,transfigured,tr{ns-fI-g3d,NULL->d
transpose,tr{nsp5z,transposed,tr{ns-p5zd,NULL->d
tunnel,tVn@l,tunnelled,tV-n@ld,NULL->d
twang,tw{N,twanged,tw{Nd,NULL->d
unmask,Vnm{sk,unmasked,Vn-m{skt,NULL->t
weary,wirrI,wearied,wir-rId,NULL->Id
wiggle,wIg@l,wiggled,wI-g@ld,NULL->d
wreak,rik,wreaked,rikt,NULL->t
absent,{bsEnt,absented,{b-sEn-tId,NULL->Id
abstract,{bstr{kt,abstracted,{b-str{k-tId,NULL->Id
accustom,@kVst@m,accustomed,@-kV-st@md,NULL->d
bandy,b{ndI,bandied,b{n-dId,NULL->Id
beguile,bIg2l,beguiled,bI-g2ld,NULL->d
bicker,bIk3,bickered,bI-k3d,NULL->d
boat,b5t,boated,b5-tId,NULL->Id
bode,b5d,boded,b5-dId,NULL->Id
botch,bQJ,botched,bQJt,NULL->t
cant,k{nt,canted,k{n-tId,NULL->Id
caper,k1p3,capered,k1-p3d,NULL->d
clock,klQk,clocked,klQkt,NULL->t
co-opt,k5Qpt,co-opted,k5-Qp-tId,NULL->Id
commandeer,kQm@ndir,commandeered,kQ-m@n-dird,NULL->d
crochet,kr5S1,crocheted,kr5-S1d,NULL->d
crusade,krus1d,crusaded,kru-s1-dId,NULL->Id
deign,d1n,deigned,d1nd,NULL->d
demote,dim5t,demoted,di-m5-tId,NULL->Id
desecrate,dEsIkr1t,desecrated,dE-sI-kr1-tId,NULL->Id
dislocate,dIsl5k1t,dislocated,dIs-l5-k1-tId,NULL->Id
disorient,dIs$rirnt,disoriented,dIs-$-rirn-tId,NULL->Id
enthral,InTr$l,enthralled,In-Tr$ld,NULL->d
envision,InvIZ@n,envisioned,In-vI-Z@nd,NULL->d
exonerate,IgzQn@r1t,exonerated,Ig-zQ-n@-r1-tId,NULL->Id
floodlight,flVdl2t,floodlighted,flVd-l2-tId,NULL->Id
foreshadow,f$S{d5,foreshadowed,f$-S{-d5d,NULL->d
hare,h1r,hared,h1rd,NULL->d
intermingle,Int@mINg@l,intermingled,In-t@-mIN-g@ld,NULL->d
outflank,6tfl{Nk,outflanked,6t-fl{Nkt,NULL->t
overrate,5v@r1t,overrated,5-v@-r1-tId,NULL->Id
preoccupy,priQkjUp2,preoccupied,pri-Q-kjU-p2d,NULL->d
pressurize,prES@r2z,pressurized,prE-S@-r2zd,NULL->d
prickle,prIk@l,prickled,prI-k@ld,NULL->d
reconnoitre,rEk@n4t3,reconnoitred,rE-k@-n4-t3d,NULL->d
recoup,rIkup,recouped,rI-kupt,NULL->t
rim,rIm,rimmed,rImd,NULL->d
scheme,skim,schemed,skimd,NULL->d
school,skul,schooled,skuld,NULL->d
scoot,skut,scooted,sku-tId,NULL->Id
sky,sk2,skied,sk2d,NULL->d
splay,spl1,splayed,spl1d,NULL->d
squelch,skwElJ,squelched,skwElJt,NULL->t
stash,st{S,stashed,st{St,NULL->t
subsume,s@bsjum,subsumed,s@b-sjumd,NULL->d
till,tIl,tilled,tIld,NULL->d
toddle,tQd@l,toddled,tQ-d@ld,NULL->d
tone,t5n,toned,t5nd,NULL->d
torpedo,t$pid5,torpedoed,t$-pi-d5d,NULL->d
undervalue,Vnd@v{lju,undervalued,Vn-d@-v{l-jud,NULL->d
unfurl,Vnf3l,unfurled,Vn-f3ld,NULL->d
unhook,VnhUk,unhooked,Vn-hUkt,NULL->t
vest,vEst,vested,vE-stId,NULL->Id
whinny,wInI,whinnied,wI-nId,NULL->Id
acclimatize,@kl2m@t2z,acclimatized,@-kl2-m@-t2zd,NULL->d
ape,1p,aped,1pt,NULL->t
blubber,blVb3,blubbered,blV-b3d,NULL->d
canter,k{nt3,cantered,k{n-t3d,NULL->d
chalk,J$k,chalked,J$kt,NULL->t
chronicle,krQnIk@l,chronicled,krQ-nI-k@ld,NULL->d
clown,kl6n,clowned,kl6nd,NULL->d
decapitate,dIk{pIt1t,decapitated,dI-k{-pI-t1-tId,NULL->Id
decimate,dEsIm1t,decimated,dE-sI-m1-tId,NULL->Id
estrange,Istr1n_,estranged,I-str1n_d,NULL->d
exalt,Igz$lt,exalted,Ig-z$l-tId,NULL->Id
garble,gQrb@l,garbled,gQr-b@ld,NULL->d
hazard,h{z@d,hazarded,h{-z@-dId,NULL->Id
hunger,hVNg3,hungered,hVN-g3d,NULL->d
impersonate,Imp3s@n1t,impersonated,Im-p3-s@-n1-tId,NULL->Id
impound,Imp6nd,impounded,Im-p6n-dId,NULL->Id
infringe,InfrIn_,infringed,In-frIn_d,NULL->d
misfire,mIsf23,misfired,mIs-f2-3d,NULL->d
mortify,m$tIf2,mortified,m$-tI-f2d,NULL->d
ostracize,Qstr@s2z,ostracized,Q-str@-s2zd,NULL->d
quash,kwQS,quashed,kwQSt,NULL->t
ravish,r{vIS,ravished,r{-vISt,NULL->t
rekindle,rikInd@l,rekindled,ri-kIn-d@ld,NULL->d
repulse,rIpVls,repulsed,rI-pVlst,NULL->t
slog,slQg,slogged,slQgd,NULL->d
smelt,smElt,smelted,smEl-tId,NULL->Id
sojourn,sQ_3n,sojourned,sQ-_3nd,NULL->d
solder,sQld3,soldered,sQl-d3d,NULL->d
spearhead,spirhEd,spearheaded,spir-hE-dId,NULL->Id
sprain,spr1n,sprained,spr1nd,NULL->d
stockpile,stQkp2l,stockpiled,stQk-p2ld,NULL->d
sublimate,sVblIm1t,sublimated,sV-blI-m1-tId,NULL->Id
sup,sVp,supped,sVpt,NULL->t
attenuate,@tEnjU1t,attenuated,@-tE-njU-1-tId,NULL->Id
bitch,bIJ,bitched,bIJt,NULL->t
blindfold,bl2ndf5ld,blindfolded,bl2nd-f5l-dId,NULL->Id
bottle-feed,bQt@lfid,bottle-fed,bQ-t@l-fEd,i->E
bridle,br2d@l,bridled,br2-d@ld,NULL->d
bungle,bVNg@l,bungled,bVN-g@ld,NULL->d
burnish,b3nIS,burnished,b3-nISt,NULL->t
bus,bVs,bused,bVst,NULL->t
depose,dIp5z,deposed,dI-p5zd,NULL->d
dissent,dIsEnt,dissented,dI-sEn-tId,NULL->Id
dizzy,dIzI,dizzied,dI-zId,NULL->Id
embalm,Imb{m,embalmed,Im-b{md,NULL->d
extrude,Ikstrud,extruded,Ik-stru-dId,NULL->Id
ferret,fErIt,ferreted,fE-rI-tId,NULL->Id
finalize,f2n@l2z,finalized,f2-n@-l2zd,NULL->d
fleck,flEk,flecked,flEkt,NULL->t
freshen,frES@n,freshened,frE-S@nd,NULL->d
grovel,grQv@l,grovelled,grQ-v@ld,NULL->d
idolize,2d@l2z,idolized,2-d@-l2zd,NULL->d
interpose,Int3p5z,interposed,In-t3-p5zd,NULL->d
irk,3k,irked,3kt,NULL->t
jiggle,_Ig@l,jiggled,_I-g@ld,NULL->d
malt,m$lt,malted,m$l-tId,NULL->Id
mug,mVg,mugged,mVgd,NULL->d
nap,n{p,napped,n{pt,NULL->t
outrun,6trVn,outran,6t-r{n,V->{
pall,p$l,palled,p$ld,NULL->d
palpitate,p{lpIt1t,palpitated,p{l-pI-t1-tId,NULL->Id
patent,p1t@nt,patented,p1-t@n-tId,NULL->Id
peak,pik,peaked,pikt,NULL->t
percolate,p3k@l1t,percolated,p3-k@-l1-tId,NULL->Id
predispose,pridIsp5z,predisposed,pri-dI-sp5zd,NULL->d
pulverize,pVlv@r2z,pulverized,pVl-v@-r2zd,NULL->d
refrigerate,rIfrI_@r1t,refrigerated,rI-frI-_@-r1-tId,NULL->Id
resonate,rEz@n1t,resonated,rE-z@-n1-tId,NULL->Id
ricochet,rIk@S1,ricochetted,rI-k@-S1d,NULL->d
right,r2t,righted,r2-tId,NULL->Id
romp,rQmp,romped,rQmpt,NULL->t
scribe,skr2b,scribed,skr2bd,NULL->d
sculpt,skVlpt,sculpted,skVlp-tId,NULL->Id
shoo,Su,shooed,Sud,u->Qd
shore,S$r,shored,S$d,NULL->d
silver,sIlv3,silvered,sIl-v3d,NULL->d
spangle,sp{Ng@l,spangled,sp{N-g@ld,NULL->d
swagger,sw{g3,swaggered,sw{-g3d,NULL->d
swig,swIg,swigged,swIgd,NULL->d
titter,tIt3,tittered,tI-t3d,NULL->d
truss,trVs,trussed,trVst,NULL->t
upstage,Vpst1_,upstaged,Vp-st1_d,NULL->d
whet,wEt,whetted,wE-tId,NULL->Id
wrong,rQN,wronged,rQNd,NULL->d
yelp,jElp,yelped,jElpt,NULL->t
anaesthetize,{nisT@t2z,anaesthetized,{-nis-T@-t2zd,NULL->d
antagonize,{nt{g@n2z,antagonized,{n-t{-g@-n2zd,NULL->d
begrudge,bIgrV_,begrudged,bI-grV_d,NULL->d
booze,buz,boozed,buzd,NULL->d
bronze,brQnz,bronzed,brQnzd,NULL->d
chorus,k$r@s,chorused,k$-r@st,NULL->t
cloister,kl4st3,cloistered,kl4-st3d,NULL->d
consummate,kQns@m1t,consummated,kQn-s@-m1-tId,NULL->Id
decompose,dik@mp5z,decomposed,di-k@m-p5zd,NULL->d
dimple,dImp@l,dimpled,dIm-p@ld,NULL->d
disable,dIs1b@l,disabled,dIs-1-b@ld,NULL->d
disgorge,dIsg$_,disgorged,dIs-g$_d,NULL->d
disinherit,dIsInhErIt,disinherited,dIs-In-hE-rI-tId,NULL->Id
drowse,dr6z,drowsed,dr6zd,NULL->d
elucidate,IlusId1t,elucidated,I-lu-sI-d1-tId,NULL->Id
embolden,Imb5ld@n,emboldened,Im-b5l-d@nd,NULL->d
fawn,f$n,fawned,f$nd,NULL->d
fixate,fIks1t,fixated,fIk-s1-tId,NULL->Id
handcuff,h{ndkVf,handcuffed,h{nd-kVft,NULL->t
homogenize,hQmQ_@n2z,homogenized,hQ-mQ-_@-n2zd,NULL->d
ill-treat,Iltrit,ill-treated,Il-tri-tId,NULL->Id
imbibe,Imb2b,imbibed,Im-b2bd,NULL->d
intercede,Int@sid,interceded,In-t@-si-dId,NULL->Id
jig,_Ig,jigged,_Igd,NULL->d
lacquer,l{k3,lacquered,l{-k3d,NULL->d
lather,l{D3,lathered,l{-D3d,NULL->d
misconceive,mIsk@nsiv,misconceived,mIs-k@n-sivd,NULL->d
nonplus,nQnplVs,nonplussed,nQn-plVst,NULL->t
officiate,@fISI1t,officiated,@-fI-SI-1-tId,NULL->Id
ornament,$n@mEnt,ornamented,$-n@-mEn-tId,NULL->Id
orphan,$f@n,orphaned,$-f@nd,NULL->d
parry,p{rI,parried,p{-rId,NULL->Id
partition,pQrtIS@n,partitioned,pQr-tI-S@nd,NULL->d
picnic,pIknIk,picnicked,pIk-nIkt,NULL->t
plane,pl1n,planed,pl1nd,NULL->d
prearrange,pri@r1n_,prearranged,pri-@-r1n_d,NULL->d
purloin,p3l4n,purloined,p3-l4nd,NULL->d
rasp,r{sp,rasped,r{spt,NULL->t
reload,ril5d,reloaded,ri-l5-dId,NULL->Id
rescind,rIsInd,rescinded,rI-sIn-dId,NULL->Id
resettle,risEt@l,resettled,ri-sE-t@ld,NULL->d
retail,rit1l,retailed,ri-t1ld,NULL->d
riffle,rIf@l,riffled,rI-f@ld,NULL->d
rut,rVt,rutted,rV-tId,NULL->Id
sanctify,s{NktIf2,sanctified,s{Nk-tI-f2d,NULL->d
sculpture,skVlpJ3,sculptured,skVlp-J3d,NULL->d
shoe,Su,shod,SQd,u->Qd
sidetrack,s2dtr{k,sidetracked,s2d-tr{kt,NULL->t
spar,spQrr,sparred,spQrd,NULL->d
stencil,stEns@l,stencilled,stEn-s@ld,NULL->d
streamline,striml2n,streamlined,strim-l2nd,NULL->d
tar,tQrr,tarred,tQrd,NULL->d
tweak,twik,tweaked,twikt,NULL->t
underscore,Vnd@sk$r,underscored,Vn-d@-sk$d,NULL->d
urbanize,3b@n2z,urbanized,3-b@-n2zd,NULL->d
vacuum,v{kj$m,vacuumed,v{-kj$md,NULL->d
wallop,wQl@p,walloped,wQ-l@pt,NULL->t
wreathe,riD,wreathed,riDd,NULL->d
abduct,@bdVkt,abducted,@b-dVk-tId,NULL->Id
betoken,bIt5k@n,betokened,bI-t5-k@nd,NULL->d
captain,k{ptIn,captained,k{p-tInd,NULL->d
cocoon,k@kun,cocooned,k@-kund,NULL->d
codify,k5dIf2,codified,k5-dI-f2d,NULL->d
dam,d{m,dammed,d{md,NULL->d
dignify,dIgnIf2,dignified,dIg-nI-f2d,NULL->d
disembark,dIsImbQrk,disembarked,dIs-Im-bQrkt,NULL->t
